g, r, t, l, id
22, 0.4, 0.7, 0.8, 2274
22, 0.4, 0.7, 0.9, 2275
22, 0.4, 0.7, 1.0, 2276
22, 0.4, 0.8, 0.0, 2277
22, 0.4, 0.8, 0.1, 2278
22, 0.4, 0.8, 0.2, 2279
22, 0.4, 0.8, 0.3, 2280
22, 0.4, 0.8, 0.4, 2281
22, 0.4, 0.8, 0.5, 2282
22, 0.4, 0.8, 0.6, 2283
22, 0.4, 0.8, 0.7, 2284
22, 0.4, 0.8, 0.8, 2285
22, 0.4, 0.8, 0.9, 2286
22, 0.4, 0.8, 1.0, 2287
22, 0.4, 0.9, 0.0, 2288
22, 0.4, 0.9, 0.1, 2289
22, 0.4, 0.9, 0.2, 2290
22, 0.4, 0.9, 0.3, 2291
22, 0.4, 0.9, 0.4, 2292
22, 0.4, 0.9, 0.5, 2293
22, 0.4, 0.9, 0.6, 2294
22, 0.4, 0.9, 0.7, 2295
22, 0.4, 0.9, 0.8, 2296
22, 0.4, 0.9, 0.9, 2297
22, 0.4, 0.9, 1.0, 2298
22, 0.4, 1.0, 0.0, 2299
22, 0.4, 1.0, 0.1, 2300
22, 0.4, 1.0, 0.2, 2301
22, 0.4, 1.0, 0.3, 2302
22, 0.4, 1.0, 0.4, 2303
22, 0.4, 1.0, 0.5, 2304
22, 0.4, 1.0, 0.6, 2305
22, 0.4, 1.0, 0.7, 2306
22, 0.4, 1.0, 0.8, 2307
22, 0.4, 1.0, 0.9, 2308
22, 0.4, 1.0, 1.0, 2309
22, 0.5, 0.1, 0.0, 2310
22, 0.5, 0.1, 0.1, 2311
22, 0.5, 0.1, 0.2, 2312
22, 0.5, 0.1, 0.3, 2313
22, 0.5, 0.1, 0.4, 2314
22, 0.5, 0.1, 0.5, 2315
22, 0.5, 0.1, 0.6, 2316
22, 0.5, 0.1, 0.7, 2317
22, 0.5, 0.1, 0.8, 2318
22, 0.5, 0.1, 0.9, 2319
22, 0.5, 0.1, 1.0, 2320
22, 0.5, 0.2, 0.0, 2321
22, 0.5, 0.2, 0.1, 2322
22, 0.5, 0.2, 0.2, 2323
22, 0.5, 0.2, 0.3, 2324
22, 0.5, 0.2, 0.4, 2325
22, 0.5, 0.2, 0.5, 2326
22, 0.5, 0.2, 0.6, 2327
22, 0.5, 0.2, 0.7, 2328
22, 0.5, 0.2, 0.8, 2329
22, 0.5, 0.2, 0.9, 2330
22, 0.5, 0.2, 1.0, 2331
22, 0.5, 0.3, 0.0, 2332
22, 0.5, 0.3, 0.1, 2333
22, 0.5, 0.3, 0.2, 2334
22, 0.5, 0.3, 0.3, 2335
22, 0.5, 0.3, 0.4, 2336
22, 0.5, 0.3, 0.5, 2337
22, 0.5, 0.3, 0.6, 2338
22, 0.5, 0.3, 0.7, 2339
22, 0.5, 0.3, 0.8, 2340
22, 0.5, 0.3, 0.9, 2341
22, 0.5, 0.3, 1.0, 2342
22, 0.5, 0.4, 0.0, 2343
22, 0.5, 0.4, 0.1, 2344
22, 0.5, 0.4, 0.2, 2345
22, 0.5, 0.4, 0.3, 2346
22, 0.5, 0.4, 0.4, 2347
22, 0.5, 0.4, 0.5, 2348
22, 0.5, 0.4, 0.6, 2349
22, 0.5, 0.4, 0.7, 2350
22, 0.5, 0.4, 0.8, 2351
22, 0.5, 0.4, 0.9, 2352
22, 0.5, 0.4, 1.0, 2353
22, 0.5, 0.5, 0.0, 2354
22, 0.5, 0.5, 0.1, 2355
22, 0.5, 0.5, 0.2, 2356
22, 0.5, 0.5, 0.3, 2357
22, 0.5, 0.5, 0.4, 2358
22, 0.5, 0.5, 0.5, 2359
22, 0.5, 0.5, 0.6, 2360
22, 0.5, 0.5, 0.7, 2361
22, 0.5, 0.5, 0.8, 2362
22, 0.5, 0.5, 0.9, 2363
22, 0.5, 0.5, 1.0, 2364
22, 0.5, 0.6, 0.0, 2365
22, 0.5, 0.6, 0.1, 2366
22, 0.5, 0.6, 0.2, 2367
22, 0.5, 0.6, 0.3, 2368
22, 0.5, 0.6, 0.4, 2369
22, 0.5, 0.6, 0.5, 2370
22, 0.5, 0.6, 0.6, 2371
22, 0.5, 0.6, 0.7, 2372
22, 0.5, 0.6, 0.8, 2373
22, 0.5, 0.6, 0.9, 2374
22, 0.5, 0.6, 1.0, 2375
22, 0.5, 0.7, 0.0, 2376
22, 0.5, 0.7, 0.1, 2377
22, 0.5, 0.7, 0.2, 2378
22, 0.5, 0.7, 0.3, 2379
22, 0.5, 0.7, 0.4, 2380
22, 0.5, 0.7, 0.5, 2381
22, 0.5, 0.7, 0.6, 2382
22, 0.5, 0.7, 0.7, 2383
22, 0.5, 0.7, 0.8, 2384
22, 0.5, 0.7, 0.9, 2385
22, 0.5, 0.7, 1.0, 2386
22, 0.5, 0.8, 0.0, 2387
22, 0.5, 0.8, 0.1, 2388
22, 0.5, 0.8, 0.2, 2389
22, 0.5, 0.8, 0.3, 2390
22, 0.5, 0.8, 0.4, 2391
22, 0.5, 0.8, 0.5, 2392
22, 0.5, 0.8, 0.6, 2393
22, 0.5, 0.8, 0.7, 2394
22, 0.5, 0.8, 0.8, 2395
22, 0.5, 0.8, 0.9, 2396
22, 0.5, 0.8, 1.0, 2397
22, 0.5, 0.9, 0.0, 2398
22, 0.5, 0.9, 0.1, 2399
22, 0.5, 0.9, 0.2, 2400
22, 0.5, 0.9, 0.3, 2401
22, 0.5, 0.9, 0.4, 2402
22, 0.5, 0.9, 0.5, 2403
22, 0.5, 0.9, 0.6, 2404
22, 0.5, 0.9, 0.7, 2405
22, 0.5, 0.9, 0.8, 2406
22, 0.5, 0.9, 0.9, 2407
22, 0.5, 0.9, 1.0, 2408
22, 0.5, 1.0, 0.0, 2409
22, 0.5, 1.0, 0.1, 2410
22, 0.5, 1.0, 0.2, 2411
22, 0.5, 1.0, 0.3, 2412
22, 0.5, 1.0, 0.4, 2413
22, 0.5, 1.0, 0.5, 2414
22, 0.5, 1.0, 0.6, 2415
22, 0.5, 1.0, 0.7, 2416
22, 0.5, 1.0, 0.8, 2417
22, 0.5, 1.0, 0.9, 2418
22, 0.5, 1.0, 1.0, 2419
22, 0.6, 0.1, 0.0, 2420
22, 0.6, 0.1, 0.1, 2421
22, 0.6, 0.1, 0.2, 2422
22, 0.6, 0.1, 0.3, 2423
22, 0.6, 0.1, 0.4, 2424
22, 0.6, 0.1, 0.5, 2425
22, 0.6, 0.1, 0.6, 2426
22, 0.6, 0.1, 0.7, 2427
22, 0.6, 0.1, 0.8, 2428
22, 0.6, 0.1, 0.9, 2429
22, 0.6, 0.1, 1.0, 2430
22, 0.6, 0.2, 0.0, 2431
22, 0.6, 0.2, 0.1, 2432
22, 0.6, 0.2, 0.2, 2433
22, 0.6, 0.2, 0.3, 2434
22, 0.6, 0.2, 0.4, 2435
22, 0.6, 0.2, 0.5, 2436
22, 0.6, 0.2, 0.6, 2437
22, 0.6, 0.2, 0.7, 2438
22, 0.6, 0.2, 0.8, 2439
22, 0.6, 0.2, 0.9, 2440
22, 0.6, 0.2, 1.0, 2441
22, 0.6, 0.3, 0.0, 2442
22, 0.6, 0.3, 0.1, 2443
22, 0.6, 0.3, 0.2, 2444
22, 0.6, 0.3, 0.3, 2445
22, 0.6, 0.3, 0.4, 2446
22, 0.6, 0.3, 0.5, 2447
22, 0.6, 0.3, 0.6, 2448
22, 0.6, 0.3, 0.7, 2449
22, 0.6, 0.3, 0.8, 2450
22, 0.6, 0.3, 0.9, 2451
22, 0.6, 0.3, 1.0, 2452
22, 0.6, 0.4, 0.0, 2453
22, 0.6, 0.4, 0.1, 2454
22, 0.6, 0.4, 0.2, 2455
22, 0.6, 0.4, 0.3, 2456
22, 0.6, 0.4, 0.4, 2457
22, 0.6, 0.4, 0.5, 2458
22, 0.6, 0.4, 0.6, 2459
22, 0.6, 0.4, 0.7, 2460
22, 0.6, 0.4, 0.8, 2461
22, 0.6, 0.4, 0.9, 2462
22, 0.6, 0.4, 1.0, 2463
22, 0.6, 0.5, 0.0, 2464
22, 0.6, 0.5, 0.1, 2465
22, 0.6, 0.5, 0.2, 2466
22, 0.6, 0.5, 0.3, 2467
22, 0.6, 0.5, 0.4, 2468
22, 0.6, 0.5, 0.5, 2469
22, 0.6, 0.5, 0.6, 2470
22, 0.6, 0.5, 0.7, 2471
22, 0.6, 0.5, 0.8, 2472
22, 0.6, 0.5, 0.9, 2473
22, 0.6, 0.5, 1.0, 2474
22, 0.6, 0.6, 0.0, 2475
22, 0.6, 0.6, 0.1, 2476
22, 0.6, 0.6, 0.2, 2477
22, 0.6, 0.6, 0.3, 2478
22, 0.6, 0.6, 0.4, 2479
22, 0.6, 0.6, 0.5, 2480
22, 0.6, 0.6, 0.6, 2481
22, 0.6, 0.6, 0.7, 2482
22, 0.6, 0.6, 0.8, 2483
22, 0.6, 0.6, 0.9, 2484
22, 0.6, 0.6, 1.0, 2485
22, 0.6, 0.7, 0.0, 2486
22, 0.6, 0.7, 0.1, 2487
22, 0.6, 0.7, 0.2, 2488
22, 0.6, 0.7, 0.3, 2489
22, 0.6, 0.7, 0.4, 2490
22, 0.6, 0.7, 0.5, 2491
22, 0.6, 0.7, 0.6, 2492
22, 0.6, 0.7, 0.7, 2493
22, 0.6, 0.7, 0.8, 2494
22, 0.6, 0.7, 0.9, 2495
22, 0.6, 0.7, 1.0, 2496
22, 0.6, 0.8, 0.0, 2497
22, 0.6, 0.8, 0.1, 2498
22, 0.6, 0.8, 0.2, 2499
22, 0.6, 0.8, 0.3, 2500
22, 0.6, 0.8, 0.4, 2501
22, 0.6, 0.8, 0.5, 2502
22, 0.6, 0.8, 0.6, 2503
22, 0.6, 0.8, 0.7, 2504
22, 0.6, 0.8, 0.8, 2505
22, 0.6, 0.8, 0.9, 2506
22, 0.6, 0.8, 1.0, 2507
22, 0.6, 0.9, 0.0, 2508
22, 0.6, 0.9, 0.1, 2509
22, 0.6, 0.9, 0.2, 2510
22, 0.6, 0.9, 0.3, 2511
22, 0.6, 0.9, 0.4, 2512
22, 0.6, 0.9, 0.5, 2513
22, 0.6, 0.9, 0.6, 2514
22, 0.6, 0.9, 0.7, 2515
22, 0.6, 0.9, 0.8, 2516
22, 0.6, 0.9, 0.9, 2517
22, 0.6, 0.9, 1.0, 2518
22, 0.6, 1.0, 0.0, 2519
22, 0.6, 1.0, 0.1, 2520
22, 0.6, 1.0, 0.2, 2521
22, 0.6, 1.0, 0.3, 2522
22, 0.6, 1.0, 0.4, 2523
22, 0.6, 1.0, 0.5, 2524
22, 0.6, 1.0, 0.6, 2525
22, 0.6, 1.0, 0.7, 2526
22, 0.6, 1.0, 0.8, 2527
22, 0.6, 1.0, 0.9, 2528
22, 0.6, 1.0, 1.0, 2529
22, 0.7, 0.1, 0.0, 2530
22, 0.7, 0.1, 0.1, 2531
22, 0.7, 0.1, 0.2, 2532
22, 0.7, 0.1, 0.3, 2533
22, 0.7, 0.1, 0.4, 2534
22, 0.7, 0.1, 0.5, 2535
22, 0.7, 0.1, 0.6, 2536
22, 0.7, 0.1, 0.7, 2537
22, 0.7, 0.1, 0.8, 2538
22, 0.7, 0.1, 0.9, 2539
22, 0.7, 0.1, 1.0, 2540
22, 0.7, 0.2, 0.0, 2541
22, 0.7, 0.2, 0.1, 2542
22, 0.7, 0.2, 0.2, 2543
22, 0.7, 0.2, 0.3, 2544
22, 0.7, 0.2, 0.4, 2545
22, 0.7, 0.2, 0.5, 2546
22, 0.7, 0.2, 0.6, 2547
22, 0.7, 0.2, 0.7, 2548
22, 0.7, 0.2, 0.8, 2549
22, 0.7, 0.2, 0.9, 2550
22, 0.7, 0.2, 1.0, 2551
22, 0.7, 0.3, 0.0, 2552
22, 0.7, 0.3, 0.1, 2553
22, 0.7, 0.3, 0.2, 2554
22, 0.7, 0.3, 0.3, 2555
22, 0.7, 0.3, 0.4, 2556
22, 0.7, 0.3, 0.5, 2557
22, 0.7, 0.3, 0.6, 2558
22, 0.7, 0.3, 0.7, 2559
22, 0.7, 0.3, 0.8, 2560
22, 0.7, 0.3, 0.9, 2561
22, 0.7, 0.3, 1.0, 2562
22, 0.7, 0.4, 0.0, 2563
22, 0.7, 0.4, 0.1, 2564
22, 0.7, 0.4, 0.2, 2565
22, 0.7, 0.4, 0.3, 2566
22, 0.7, 0.4, 0.4, 2567
22, 0.7, 0.4, 0.5, 2568
22, 0.7, 0.4, 0.6, 2569
22, 0.7, 0.4, 0.7, 2570
22, 0.7, 0.4, 0.8, 2571
22, 0.7, 0.4, 0.9, 2572
22, 0.7, 0.4, 1.0, 2573
22, 0.7, 0.5, 0.0, 2574
22, 0.7, 0.5, 0.1, 2575
22, 0.7, 0.5, 0.2, 2576
22, 0.7, 0.5, 0.3, 2577
22, 0.7, 0.5, 0.4, 2578
22, 0.7, 0.5, 0.5, 2579
22, 0.7, 0.5, 0.6, 2580
22, 0.7, 0.5, 0.7, 2581
22, 0.7, 0.5, 0.8, 2582
22, 0.7, 0.5, 0.9, 2583
22, 0.7, 0.5, 1.0, 2584
22, 0.7, 0.6, 0.0, 2585
22, 0.7, 0.6, 0.1, 2586
22, 0.7, 0.6, 0.2, 2587
22, 0.7, 0.6, 0.3, 2588
22, 0.7, 0.6, 0.4, 2589
22, 0.7, 0.6, 0.5, 2590
22, 0.7, 0.6, 0.6, 2591
22, 0.7, 0.6, 0.7, 2592
22, 0.7, 0.6, 0.8, 2593
22, 0.7, 0.6, 0.9, 2594
22, 0.7, 0.6, 1.0, 2595
22, 0.7, 0.7, 0.0, 2596
22, 0.7, 0.7, 0.1, 2597
22, 0.7, 0.7, 0.2, 2598
22, 0.7, 0.7, 0.3, 2599
22, 0.7, 0.7, 0.4, 2600
22, 0.7, 0.7, 0.5, 2601
22, 0.7, 0.7, 0.6, 2602
22, 0.7, 0.7, 0.7, 2603
22, 0.7, 0.7, 0.8, 2604
22, 0.7, 0.7, 0.9, 2605
22, 0.7, 0.7, 1.0, 2606
22, 0.7, 0.8, 0.0, 2607
22, 0.7, 0.8, 0.1, 2608
22, 0.7, 0.8, 0.2, 2609
22, 0.7, 0.8, 0.3, 2610
22, 0.7, 0.8, 0.4, 2611
22, 0.7, 0.8, 0.5, 2612
22, 0.7, 0.8, 0.6, 2613
22, 0.7, 0.8, 0.7, 2614
22, 0.7, 0.8, 0.8, 2615
22, 0.7, 0.8, 0.9, 2616
22, 0.7, 0.8, 1.0, 2617
22, 0.7, 0.9, 0.0, 2618
22, 0.7, 0.9, 0.1, 2619
22, 0.7, 0.9, 0.2, 2620
22, 0.7, 0.9, 0.3, 2621
22, 0.7, 0.9, 0.4, 2622
22, 0.7, 0.9, 0.5, 2623
22, 0.7, 0.9, 0.6, 2624
22, 0.7, 0.9, 0.7, 2625
22, 0.7, 0.9, 0.8, 2626
22, 0.7, 0.9, 0.9, 2627
22, 0.7, 0.9, 1.0, 2628
22, 0.7, 1.0, 0.0, 2629
22, 0.7, 1.0, 0.1, 2630
22, 0.7, 1.0, 0.2, 2631
22, 0.7, 1.0, 0.3, 2632
22, 0.7, 1.0, 0.4, 2633
22, 0.7, 1.0, 0.5, 2634
22, 0.7, 1.0, 0.6, 2635
22, 0.7, 1.0, 0.7, 2636
22, 0.7, 1.0, 0.8, 2637
22, 0.7, 1.0, 0.9, 2638
22, 0.7, 1.0, 1.0, 2639
22, 0.8, 0.1, 0.0, 2640
22, 0.8, 0.1, 0.1, 2641
22, 0.8, 0.1, 0.2, 2642
22, 0.8, 0.1, 0.3, 2643
22, 0.8, 0.1, 0.4, 2644
22, 0.8, 0.1, 0.5, 2645
22, 0.8, 0.1, 0.6, 2646
22, 0.8, 0.1, 0.7, 2647
22, 0.8, 0.1, 0.8, 2648
22, 0.8, 0.1, 0.9, 2649
22, 0.8, 0.1, 1.0, 2650
22, 0.8, 0.2, 0.0, 2651
22, 0.8, 0.2, 0.1, 2652
22, 0.8, 0.2, 0.2, 2653
22, 0.8, 0.2, 0.3, 2654
22, 0.8, 0.2, 0.4, 2655
22, 0.8, 0.2, 0.5, 2656
22, 0.8, 0.2, 0.6, 2657
22, 0.8, 0.2, 0.7, 2658
22, 0.8, 0.2, 0.8, 2659
22, 0.8, 0.2, 0.9, 2660
22, 0.8, 0.2, 1.0, 2661
22, 0.8, 0.3, 0.0, 2662
22, 0.8, 0.3, 0.1, 2663
22, 0.8, 0.3, 0.2, 2664
22, 0.8, 0.3, 0.3, 2665
22, 0.8, 0.3, 0.4, 2666
22, 0.8, 0.3, 0.5, 2667
22, 0.8, 0.3, 0.6, 2668
22, 0.8, 0.3, 0.7, 2669
22, 0.8, 0.3, 0.8, 2670
22, 0.8, 0.3, 0.9, 2671
22, 0.8, 0.3, 1.0, 2672
22, 0.8, 0.4, 0.0, 2673
22, 0.8, 0.4, 0.1, 2674
22, 0.8, 0.4, 0.2, 2675
22, 0.8, 0.4, 0.3, 2676
22, 0.8, 0.4, 0.4, 2677
22, 0.8, 0.4, 0.5, 2678
22, 0.8, 0.4, 0.6, 2679
22, 0.8, 0.4, 0.7, 2680
22, 0.8, 0.4, 0.8, 2681
22, 0.8, 0.4, 0.9, 2682
22, 0.8, 0.4, 1.0, 2683
22, 0.8, 0.5, 0.0, 2684
22, 0.8, 0.5, 0.1, 2685
22, 0.8, 0.5, 0.2, 2686
22, 0.8, 0.5, 0.3, 2687
22, 0.8, 0.5, 0.4, 2688
22, 0.8, 0.5, 0.5, 2689
22, 0.8, 0.5, 0.6, 2690
22, 0.8, 0.5, 0.7, 2691
22, 0.8, 0.5, 0.8, 2692
22, 0.8, 0.5, 0.9, 2693
22, 0.8, 0.5, 1.0, 2694
22, 0.8, 0.6, 0.0, 2695
22, 0.8, 0.6, 0.1, 2696
22, 0.8, 0.6, 0.2, 2697
22, 0.8, 0.6, 0.3, 2698
22, 0.8, 0.6, 0.4, 2699
22, 0.8, 0.6, 0.5, 2700
22, 0.8, 0.6, 0.6, 2701
22, 0.8, 0.6, 0.7, 2702
22, 0.8, 0.6, 0.8, 2703
22, 0.8, 0.6, 0.9, 2704
22, 0.8, 0.6, 1.0, 2705
22, 0.8, 0.7, 0.0, 2706
22, 0.8, 0.7, 0.1, 2707
22, 0.8, 0.7, 0.2, 2708
22, 0.8, 0.7, 0.3, 2709
22, 0.8, 0.7, 0.4, 2710
22, 0.8, 0.7, 0.5, 2711
22, 0.8, 0.7, 0.6, 2712
22, 0.8, 0.7, 0.7, 2713
22, 0.8, 0.7, 0.8, 2714
22, 0.8, 0.7, 0.9, 2715
22, 0.8, 0.7, 1.0, 2716
22, 0.8, 0.8, 0.0, 2717
22, 0.8, 0.8, 0.1, 2718
22, 0.8, 0.8, 0.2, 2719
22, 0.8, 0.8, 0.3, 2720
22, 0.8, 0.8, 0.4, 2721
22, 0.8, 0.8, 0.5, 2722
22, 0.8, 0.8, 0.6, 2723
22, 0.8, 0.8, 0.7, 2724
22, 0.8, 0.8, 0.8, 2725
22, 0.8, 0.8, 0.9, 2726
22, 0.8, 0.8, 1.0, 2727
22, 0.8, 0.9, 0.0, 2728
22, 0.8, 0.9, 0.1, 2729
22, 0.8, 0.9, 0.2, 2730
22, 0.8, 0.9, 0.3, 2731
22, 0.8, 0.9, 0.4, 2732
22, 0.8, 0.9, 0.5, 2733
22, 0.8, 0.9, 0.6, 2734
22, 0.8, 0.9, 0.7, 2735
22, 0.8, 0.9, 0.8, 2736
22, 0.8, 0.9, 0.9, 2737
22, 0.8, 0.9, 1.0, 2738
22, 0.8, 1.0, 0.0, 2739
22, 0.8, 1.0, 0.1, 2740
22, 0.8, 1.0, 0.2, 2741
22, 0.8, 1.0, 0.3, 2742
22, 0.8, 1.0, 0.4, 2743
22, 0.8, 1.0, 0.5, 2744
22, 0.8, 1.0, 0.6, 2745
22, 0.8, 1.0, 0.7, 2746
22, 0.8, 1.0, 0.8, 2747
22, 0.8, 1.0, 0.9, 2748
22, 0.8, 1.0, 1.0, 2749
22, 0.9, 0.1, 0.0, 2750
22, 0.9, 0.1, 0.1, 2751
22, 0.9, 0.1, 0.2, 2752
22, 0.9, 0.1, 0.3, 2753
22, 0.9, 0.1, 0.4, 2754
22, 0.9, 0.1, 0.5, 2755
22, 0.9, 0.1, 0.6, 2756
22, 0.9, 0.1, 0.7, 2757
22, 0.9, 0.1, 0.8, 2758
22, 0.9, 0.1, 0.9, 2759
22, 0.9, 0.1, 1.0, 2760
22, 0.9, 0.2, 0.0, 2761
22, 0.9, 0.2, 0.1, 2762
22, 0.9, 0.2, 0.2, 2763
22, 0.9, 0.2, 0.3, 2764
22, 0.9, 0.2, 0.4, 2765
22, 0.9, 0.2, 0.5, 2766
22, 0.9, 0.2, 0.6, 2767
22, 0.9, 0.2, 0.7, 2768
22, 0.9, 0.2, 0.8, 2769
22, 0.9, 0.2, 0.9, 2770
22, 0.9, 0.2, 1.0, 2771
22, 0.9, 0.3, 0.0, 2772
22, 0.9, 0.3, 0.1, 2773
22, 0.9, 0.3, 0.2, 2774
22, 0.9, 0.3, 0.3, 2775
22, 0.9, 0.3, 0.4, 2776
22, 0.9, 0.3, 0.5, 2777
22, 0.9, 0.3, 0.6, 2778
22, 0.9, 0.3, 0.7, 2779
22, 0.9, 0.3, 0.8, 2780
22, 0.9, 0.3, 0.9, 2781
22, 0.9, 0.3, 1.0, 2782
22, 0.9, 0.4, 0.0, 2783
22, 0.9, 0.4, 0.1, 2784
22, 0.9, 0.4, 0.2, 2785
22, 0.9, 0.4, 0.3, 2786
22, 0.9, 0.4, 0.4, 2787
22, 0.9, 0.4, 0.5, 2788
22, 0.9, 0.4, 0.6, 2789
22, 0.9, 0.4, 0.7, 2790
22, 0.9, 0.4, 0.8, 2791
22, 0.9, 0.4, 0.9, 2792
22, 0.9, 0.4, 1.0, 2793
22, 0.9, 0.5, 0.0, 2794
22, 0.9, 0.5, 0.1, 2795
22, 0.9, 0.5, 0.2, 2796
22, 0.9, 0.5, 0.3, 2797
22, 0.9, 0.5, 0.4, 2798
22, 0.9, 0.5, 0.5, 2799
22, 0.9, 0.5, 0.6, 2800
22, 0.9, 0.5, 0.7, 2801
22, 0.9, 0.5, 0.8, 2802
22, 0.9, 0.5, 0.9, 2803
22, 0.9, 0.5, 1.0, 2804
22, 0.9, 0.6, 0.0, 2805
22, 0.9, 0.6, 0.1, 2806
22, 0.9, 0.6, 0.2, 2807
22, 0.9, 0.6, 0.3, 2808
22, 0.9, 0.6, 0.4, 2809
22, 0.9, 0.6, 0.5, 2810
22, 0.9, 0.6, 0.6, 2811
22, 0.9, 0.6, 0.7, 2812
22, 0.9, 0.6, 0.8, 2813
22, 0.9, 0.6, 0.9, 2814
22, 0.9, 0.6, 1.0, 2815
22, 0.9, 0.7, 0.0, 2816
22, 0.9, 0.7, 0.1, 2817
22, 0.9, 0.7, 0.2, 2818
22, 0.9, 0.7, 0.3, 2819
22, 0.9, 0.7, 0.4, 2820
22, 0.9, 0.7, 0.5, 2821
22, 0.9, 0.7, 0.6, 2822
22, 0.9, 0.7, 0.7, 2823
22, 0.9, 0.7, 0.8, 2824
22, 0.9, 0.7, 0.9, 2825
22, 0.9, 0.7, 1.0, 2826
22, 0.9, 0.8, 0.0, 2827
22, 0.9, 0.8, 0.1, 2828
22, 0.9, 0.8, 0.2, 2829
22, 0.9, 0.8, 0.3, 2830
22, 0.9, 0.8, 0.4, 2831
22, 0.9, 0.8, 0.5, 2832
22, 0.9, 0.8, 0.6, 2833
22, 0.9, 0.8, 0.7, 2834
22, 0.9, 0.8, 0.8, 2835
22, 0.9, 0.8, 0.9, 2836
22, 0.9, 0.8, 1.0, 2837
22, 0.9, 0.9, 0.0, 2838
22, 0.9, 0.9, 0.1, 2839
22, 0.9, 0.9, 0.2, 2840
22, 0.9, 0.9, 0.3, 2841
22, 0.9, 0.9, 0.4, 2842
22, 0.9, 0.9, 0.5, 2843
22, 0.9, 0.9, 0.6, 2844
22, 0.9, 0.9, 0.7, 2845
22, 0.9, 0.9, 0.8, 2846
22, 0.9, 0.9, 0.9, 2847
22, 0.9, 0.9, 1.0, 2848
22, 0.9, 1.0, 0.0, 2849
22, 0.9, 1.0, 0.1, 2850
22, 0.9, 1.0, 0.2, 2851
22, 0.9, 1.0, 0.3, 2852
22, 0.9, 1.0, 0.4, 2853
22, 0.9, 1.0, 0.5, 2854
22, 0.9, 1.0, 0.6, 2855
22, 0.9, 1.0, 0.7, 2856
22, 0.9, 1.0, 0.8, 2857
22, 0.9, 1.0, 0.9, 2858
22, 0.9, 1.0, 1.0, 2859
22, 1.0, 0.1, 0.0, 2860
22, 1.0, 0.1, 0.1, 2861
22, 1.0, 0.1, 0.2, 2862
22, 1.0, 0.1, 0.3, 2863
22, 1.0, 0.1, 0.4, 2864
22, 1.0, 0.1, 0.5, 2865
22, 1.0, 0.1, 0.6, 2866
22, 1.0, 0.1, 0.7, 2867
22, 1.0, 0.1, 0.8, 2868
22, 1.0, 0.1, 0.9, 2869
22, 1.0, 0.1, 1.0, 2870
22, 1.0, 0.2, 0.0, 2871
22, 1.0, 0.2, 0.1, 2872
22, 1.0, 0.2, 0.2, 2873
22, 1.0, 0.2, 0.3, 2874
22, 1.0, 0.2, 0.4, 2875
22, 1.0, 0.2, 0.5, 2876
22, 1.0, 0.2, 0.6, 2877
22, 1.0, 0.2, 0.7, 2878
22, 1.0, 0.2, 0.8, 2879
22, 1.0, 0.2, 0.9, 2880
22, 1.0, 0.2, 1.0, 2881
22, 1.0, 0.3, 0.0, 2882
22, 1.0, 0.3, 0.1, 2883
22, 1.0, 0.3, 0.2, 2884
22, 1.0, 0.3, 0.3, 2885
22, 1.0, 0.3, 0.4, 2886
22, 1.0, 0.3, 0.5, 2887
22, 1.0, 0.3, 0.6, 2888
22, 1.0, 0.3, 0.7, 2889
22, 1.0, 0.3, 0.8, 2890
22, 1.0, 0.3, 0.9, 2891
22, 1.0, 0.3, 1.0, 2892
22, 1.0, 0.4, 0.0, 2893
22, 1.0, 0.4, 0.1, 2894
22, 1.0, 0.4, 0.2, 2895
22, 1.0, 0.4, 0.3, 2896
22, 1.0, 0.4, 0.4, 2897
22, 1.0, 0.4, 0.5, 2898
22, 1.0, 0.4, 0.6, 2899
22, 1.0, 0.4, 0.7, 2900
22, 1.0, 0.4, 0.8, 2901
22, 1.0, 0.4, 0.9, 2902
22, 1.0, 0.4, 1.0, 2903
22, 1.0, 0.5, 0.0, 2904
22, 1.0, 0.5, 0.1, 2905
22, 1.0, 0.5, 0.2, 2906
22, 1.0, 0.5, 0.3, 2907
22, 1.0, 0.5, 0.4, 2908
22, 1.0, 0.5, 0.5, 2909
22, 1.0, 0.5, 0.6, 2910
22, 1.0, 0.5, 0.7, 2911
22, 1.0, 0.5, 0.8, 2912
22, 1.0, 0.5, 0.9, 2913
22, 1.0, 0.5, 1.0, 2914
22, 1.0, 0.6, 0.0, 2915
22, 1.0, 0.6, 0.1, 2916
22, 1.0, 0.6, 0.2, 2917
22, 1.0, 0.6, 0.3, 2918
22, 1.0, 0.6, 0.4, 2919
22, 1.0, 0.6, 0.5, 2920
22, 1.0, 0.6, 0.6, 2921
22, 1.0, 0.6, 0.7, 2922
22, 1.0, 0.6, 0.8, 2923
22, 1.0, 0.6, 0.9, 2924
22, 1.0, 0.6, 1.0, 2925
22, 1.0, 0.7, 0.0, 2926
22, 1.0, 0.7, 0.1, 2927
22, 1.0, 0.7, 0.2, 2928
22, 1.0, 0.7, 0.3, 2929
22, 1.0, 0.7, 0.4, 2930
22, 1.0, 0.7, 0.5, 2931
22, 1.0, 0.7, 0.6, 2932
22, 1.0, 0.7, 0.7, 2933
22, 1.0, 0.7, 0.8, 2934
22, 1.0, 0.7, 0.9, 2935
22, 1.0, 0.7, 1.0, 2936
22, 1.0, 0.8, 0.0, 2937
22, 1.0, 0.8, 0.1, 2938
22, 1.0, 0.8, 0.2, 2939
