g, r, t, l, id
42, 0.6, 0.9, 0.2, 4490
42, 0.6, 0.9, 0.3, 4491
42, 0.6, 0.9, 0.4, 4492
42, 0.6, 0.9, 0.5, 4493
42, 0.6, 0.9, 0.6, 4494
42, 0.6, 0.9, 0.7, 4495
42, 0.6, 0.9, 0.8, 4496
42, 0.6, 0.9, 0.9, 4497
42, 0.6, 0.9, 1.0, 4498
42, 0.6, 1.0, 0.0, 4499
42, 0.6, 1.0, 0.1, 4500
42, 0.6, 1.0, 0.2, 4501
42, 0.6, 1.0, 0.3, 4502
42, 0.6, 1.0, 0.4, 4503
42, 0.6, 1.0, 0.5, 4504
42, 0.6, 1.0, 0.6, 4505
42, 0.6, 1.0, 0.7, 4506
42, 0.6, 1.0, 0.8, 4507
42, 0.6, 1.0, 0.9, 4508
42, 0.6, 1.0, 1.0, 4509
42, 0.7, 0.1, 0.0, 4510
42, 0.7, 0.1, 0.1, 4511
42, 0.7, 0.1, 0.2, 4512
42, 0.7, 0.1, 0.3, 4513
42, 0.7, 0.1, 0.4, 4514
42, 0.7, 0.1, 0.5, 4515
42, 0.7, 0.1, 0.6, 4516
42, 0.7, 0.1, 0.7, 4517
42, 0.7, 0.1, 0.8, 4518
42, 0.7, 0.1, 0.9, 4519
42, 0.7, 0.1, 1.0, 4520
42, 0.7, 0.2, 0.0, 4521
42, 0.7, 0.2, 0.1, 4522
42, 0.7, 0.2, 0.2, 4523
42, 0.7, 0.2, 0.3, 4524
42, 0.7, 0.2, 0.4, 4525
42, 0.7, 0.2, 0.5, 4526
42, 0.7, 0.2, 0.6, 4527
42, 0.7, 0.2, 0.7, 4528
42, 0.7, 0.2, 0.8, 4529
42, 0.7, 0.2, 0.9, 4530
42, 0.7, 0.2, 1.0, 4531
42, 0.7, 0.3, 0.0, 4532
42, 0.7, 0.3, 0.1, 4533
42, 0.7, 0.3, 0.2, 4534
42, 0.7, 0.3, 0.3, 4535
42, 0.7, 0.3, 0.4, 4536
42, 0.7, 0.3, 0.5, 4537
42, 0.7, 0.3, 0.6, 4538
42, 0.7, 0.3, 0.7, 4539
42, 0.7, 0.3, 0.8, 4540
42, 0.7, 0.3, 0.9, 4541
42, 0.7, 0.3, 1.0, 4542
42, 0.7, 0.4, 0.0, 4543
42, 0.7, 0.4, 0.1, 4544
42, 0.7, 0.4, 0.2, 4545
42, 0.7, 0.4, 0.3, 4546
42, 0.7, 0.4, 0.4, 4547
42, 0.7, 0.4, 0.5, 4548
42, 0.7, 0.4, 0.6, 4549
42, 0.7, 0.4, 0.7, 4550
42, 0.7, 0.4, 0.8, 4551
42, 0.7, 0.4, 0.9, 4552
42, 0.7, 0.4, 1.0, 4553
42, 0.7, 0.5, 0.0, 4554
42, 0.7, 0.5, 0.1, 4555
42, 0.7, 0.5, 0.2, 4556
42, 0.7, 0.5, 0.3, 4557
42, 0.7, 0.5, 0.4, 4558
42, 0.7, 0.5, 0.5, 4559
42, 0.7, 0.5, 0.6, 4560
42, 0.7, 0.5, 0.7, 4561
42, 0.7, 0.5, 0.8, 4562
42, 0.7, 0.5, 0.9, 4563
42, 0.7, 0.5, 1.0, 4564
42, 0.7, 0.6, 0.0, 4565
42, 0.7, 0.6, 0.1, 4566
42, 0.7, 0.6, 0.2, 4567
42, 0.7, 0.6, 0.3, 4568
42, 0.7, 0.6, 0.4, 4569
42, 0.7, 0.6, 0.5, 4570
42, 0.7, 0.6, 0.6, 4571
42, 0.7, 0.6, 0.7, 4572
42, 0.7, 0.6, 0.8, 4573
42, 0.7, 0.6, 0.9, 4574
42, 0.7, 0.6, 1.0, 4575
42, 0.7, 0.7, 0.0, 4576
42, 0.7, 0.7, 0.1, 4577
42, 0.7, 0.7, 0.2, 4578
42, 0.7, 0.7, 0.3, 4579
42, 0.7, 0.7, 0.4, 4580
42, 0.7, 0.7, 0.5, 4581
42, 0.7, 0.7, 0.6, 4582
42, 0.7, 0.7, 0.7, 4583
42, 0.7, 0.7, 0.8, 4584
42, 0.7, 0.7, 0.9, 4585
42, 0.7, 0.7, 1.0, 4586
42, 0.7, 0.8, 0.0, 4587
42, 0.7, 0.8, 0.1, 4588
42, 0.7, 0.8, 0.2, 4589
42, 0.7, 0.8, 0.3, 4590
42, 0.7, 0.8, 0.4, 4591
42, 0.7, 0.8, 0.5, 4592
42, 0.7, 0.8, 0.6, 4593
42, 0.7, 0.8, 0.7, 4594
42, 0.7, 0.8, 0.8, 4595
42, 0.7, 0.8, 0.9, 4596
42, 0.7, 0.8, 1.0, 4597
42, 0.7, 0.9, 0.0, 4598
42, 0.7, 0.9, 0.1, 4599
42, 0.7, 0.9, 0.2, 4600
42, 0.7, 0.9, 0.3, 4601
42, 0.7, 0.9, 0.4, 4602
42, 0.7, 0.9, 0.5, 4603
42, 0.7, 0.9, 0.6, 4604
42, 0.7, 0.9, 0.7, 4605
42, 0.7, 0.9, 0.8, 4606
42, 0.7, 0.9, 0.9, 4607
42, 0.7, 0.9, 1.0, 4608
42, 0.7, 1.0, 0.0, 4609
42, 0.7, 1.0, 0.1, 4610
42, 0.7, 1.0, 0.2, 4611
42, 0.7, 1.0, 0.3, 4612
42, 0.7, 1.0, 0.4, 4613
42, 0.7, 1.0, 0.5, 4614
42, 0.7, 1.0, 0.6, 4615
42, 0.7, 1.0, 0.7, 4616
42, 0.7, 1.0, 0.8, 4617
42, 0.7, 1.0, 0.9, 4618
42, 0.7, 1.0, 1.0, 4619
42, 0.8, 0.1, 0.0, 4620
42, 0.8, 0.1, 0.1, 4621
42, 0.8, 0.1, 0.2, 4622
42, 0.8, 0.1, 0.3, 4623
42, 0.8, 0.1, 0.4, 4624
42, 0.8, 0.1, 0.5, 4625
42, 0.8, 0.1, 0.6, 4626
42, 0.8, 0.1, 0.7, 4627
42, 0.8, 0.1, 0.8, 4628
42, 0.8, 0.1, 0.9, 4629
42, 0.8, 0.1, 1.0, 4630
42, 0.8, 0.2, 0.0, 4631
42, 0.8, 0.2, 0.1, 4632
42, 0.8, 0.2, 0.2, 4633
42, 0.8, 0.2, 0.3, 4634
42, 0.8, 0.2, 0.4, 4635
42, 0.8, 0.2, 0.5, 4636
42, 0.8, 0.2, 0.6, 4637
42, 0.8, 0.2, 0.7, 4638
42, 0.8, 0.2, 0.8, 4639
42, 0.8, 0.2, 0.9, 4640
42, 0.8, 0.2, 1.0, 4641
42, 0.8, 0.3, 0.0, 4642
42, 0.8, 0.3, 0.1, 4643
42, 0.8, 0.3, 0.2, 4644
42, 0.8, 0.3, 0.3, 4645
42, 0.8, 0.3, 0.4, 4646
42, 0.8, 0.3, 0.5, 4647
42, 0.8, 0.3, 0.6, 4648
42, 0.8, 0.3, 0.7, 4649
42, 0.8, 0.3, 0.8, 4650
42, 0.8, 0.3, 0.9, 4651
42, 0.8, 0.3, 1.0, 4652
42, 0.8, 0.4, 0.0, 4653
42, 0.8, 0.4, 0.1, 4654
42, 0.8, 0.4, 0.2, 4655
42, 0.8, 0.4, 0.3, 4656
42, 0.8, 0.4, 0.4, 4657
42, 0.8, 0.4, 0.5, 4658
42, 0.8, 0.4, 0.6, 4659
42, 0.8, 0.4, 0.7, 4660
42, 0.8, 0.4, 0.8, 4661
42, 0.8, 0.4, 0.9, 4662
42, 0.8, 0.4, 1.0, 4663
42, 0.8, 0.5, 0.0, 4664
42, 0.8, 0.5, 0.1, 4665
42, 0.8, 0.5, 0.2, 4666
42, 0.8, 0.5, 0.3, 4667
42, 0.8, 0.5, 0.4, 4668
42, 0.8, 0.5, 0.5, 4669
42, 0.8, 0.5, 0.6, 4670
42, 0.8, 0.5, 0.7, 4671
42, 0.8, 0.5, 0.8, 4672
42, 0.8, 0.5, 0.9, 4673
42, 0.8, 0.5, 1.0, 4674
42, 0.8, 0.6, 0.0, 4675
42, 0.8, 0.6, 0.1, 4676
42, 0.8, 0.6, 0.2, 4677
42, 0.8, 0.6, 0.3, 4678
42, 0.8, 0.6, 0.4, 4679
42, 0.8, 0.6, 0.5, 4680
42, 0.8, 0.6, 0.6, 4681
42, 0.8, 0.6, 0.7, 4682
42, 0.8, 0.6, 0.8, 4683
42, 0.8, 0.6, 0.9, 4684
42, 0.8, 0.6, 1.0, 4685
42, 0.8, 0.7, 0.0, 4686
42, 0.8, 0.7, 0.1, 4687
42, 0.8, 0.7, 0.2, 4688
42, 0.8, 0.7, 0.3, 4689
42, 0.8, 0.7, 0.4, 4690
42, 0.8, 0.7, 0.5, 4691
42, 0.8, 0.7, 0.6, 4692
42, 0.8, 0.7, 0.7, 4693
42, 0.8, 0.7, 0.8, 4694
42, 0.8, 0.7, 0.9, 4695
42, 0.8, 0.7, 1.0, 4696
42, 0.8, 0.8, 0.0, 4697
42, 0.8, 0.8, 0.1, 4698
42, 0.8, 0.8, 0.2, 4699
42, 0.8, 0.8, 0.3, 4700
42, 0.8, 0.8, 0.4, 4701
42, 0.8, 0.8, 0.5, 4702
42, 0.8, 0.8, 0.6, 4703
42, 0.8, 0.8, 0.7, 4704
42, 0.8, 0.8, 0.8, 4705
42, 0.8, 0.8, 0.9, 4706
42, 0.8, 0.8, 1.0, 4707
42, 0.8, 0.9, 0.0, 4708
42, 0.8, 0.9, 0.1, 4709
42, 0.8, 0.9, 0.2, 4710
42, 0.8, 0.9, 0.3, 4711
42, 0.8, 0.9, 0.4, 4712
42, 0.8, 0.9, 0.5, 4713
42, 0.8, 0.9, 0.6, 4714
42, 0.8, 0.9, 0.7, 4715
42, 0.8, 0.9, 0.8, 4716
42, 0.8, 0.9, 0.9, 4717
42, 0.8, 0.9, 1.0, 4718
42, 0.8, 1.0, 0.0, 4719
42, 0.8, 1.0, 0.1, 4720
42, 0.8, 1.0, 0.2, 4721
42, 0.8, 1.0, 0.3, 4722
42, 0.8, 1.0, 0.4, 4723
42, 0.8, 1.0, 0.5, 4724
42, 0.8, 1.0, 0.6, 4725
42, 0.8, 1.0, 0.7, 4726
42, 0.8, 1.0, 0.8, 4727
42, 0.8, 1.0, 0.9, 4728
42, 0.8, 1.0, 1.0, 4729
42, 0.9, 0.1, 0.0, 4730
42, 0.9, 0.1, 0.1, 4731
42, 0.9, 0.1, 0.2, 4732
42, 0.9, 0.1, 0.3, 4733
42, 0.9, 0.1, 0.4, 4734
42, 0.9, 0.1, 0.5, 4735
42, 0.9, 0.1, 0.6, 4736
42, 0.9, 0.1, 0.7, 4737
42, 0.9, 0.1, 0.8, 4738
42, 0.9, 0.1, 0.9, 4739
42, 0.9, 0.1, 1.0, 4740
42, 0.9, 0.2, 0.0, 4741
42, 0.9, 0.2, 0.1, 4742
42, 0.9, 0.2, 0.2, 4743
42, 0.9, 0.2, 0.3, 4744
42, 0.9, 0.2, 0.4, 4745
42, 0.9, 0.2, 0.5, 4746
42, 0.9, 0.2, 0.6, 4747
42, 0.9, 0.2, 0.7, 4748
42, 0.9, 0.2, 0.8, 4749
42, 0.9, 0.2, 0.9, 4750
42, 0.9, 0.2, 1.0, 4751
42, 0.9, 0.3, 0.0, 4752
42, 0.9, 0.3, 0.1, 4753
42, 0.9, 0.3, 0.2, 4754
42, 0.9, 0.3, 0.3, 4755
42, 0.9, 0.3, 0.4, 4756
42, 0.9, 0.3, 0.5, 4757
42, 0.9, 0.3, 0.6, 4758
42, 0.9, 0.3, 0.7, 4759
42, 0.9, 0.3, 0.8, 4760
42, 0.9, 0.3, 0.9, 4761
42, 0.9, 0.3, 1.0, 4762
42, 0.9, 0.4, 0.0, 4763
42, 0.9, 0.4, 0.1, 4764
42, 0.9, 0.4, 0.2, 4765
42, 0.9, 0.4, 0.3, 4766
42, 0.9, 0.4, 0.4, 4767
42, 0.9, 0.4, 0.5, 4768
42, 0.9, 0.4, 0.6, 4769
42, 0.9, 0.4, 0.7, 4770
42, 0.9, 0.4, 0.8, 4771
42, 0.9, 0.4, 0.9, 4772
42, 0.9, 0.4, 1.0, 4773
42, 0.9, 0.5, 0.0, 4774
42, 0.9, 0.5, 0.1, 4775
42, 0.9, 0.5, 0.2, 4776
42, 0.9, 0.5, 0.3, 4777
42, 0.9, 0.5, 0.4, 4778
42, 0.9, 0.5, 0.5, 4779
42, 0.9, 0.5, 0.6, 4780
42, 0.9, 0.5, 0.7, 4781
42, 0.9, 0.5, 0.8, 4782
42, 0.9, 0.5, 0.9, 4783
42, 0.9, 0.5, 1.0, 4784
42, 0.9, 0.6, 0.0, 4785
42, 0.9, 0.6, 0.1, 4786
42, 0.9, 0.6, 0.2, 4787
42, 0.9, 0.6, 0.3, 4788
42, 0.9, 0.6, 0.4, 4789
42, 0.9, 0.6, 0.5, 4790
42, 0.9, 0.6, 0.6, 4791
42, 0.9, 0.6, 0.7, 4792
42, 0.9, 0.6, 0.8, 4793
42, 0.9, 0.6, 0.9, 4794
42, 0.9, 0.6, 1.0, 4795
42, 0.9, 0.7, 0.0, 4796
42, 0.9, 0.7, 0.1, 4797
42, 0.9, 0.7, 0.2, 4798
42, 0.9, 0.7, 0.3, 4799
42, 0.9, 0.7, 0.4, 4800
42, 0.9, 0.7, 0.5, 4801
42, 0.9, 0.7, 0.6, 4802
42, 0.9, 0.7, 0.7, 4803
42, 0.9, 0.7, 0.8, 4804
42, 0.9, 0.7, 0.9, 4805
42, 0.9, 0.7, 1.0, 4806
42, 0.9, 0.8, 0.0, 4807
42, 0.9, 0.8, 0.1, 4808
42, 0.9, 0.8, 0.2, 4809
42, 0.9, 0.8, 0.3, 4810
42, 0.9, 0.8, 0.4, 4811
42, 0.9, 0.8, 0.5, 4812
42, 0.9, 0.8, 0.6, 4813
42, 0.9, 0.8, 0.7, 4814
42, 0.9, 0.8, 0.8, 4815
42, 0.9, 0.8, 0.9, 4816
42, 0.9, 0.8, 1.0, 4817
42, 0.9, 0.9, 0.0, 4818
42, 0.9, 0.9, 0.1, 4819
42, 0.9, 0.9, 0.2, 4820
42, 0.9, 0.9, 0.3, 4821
42, 0.9, 0.9, 0.4, 4822
42, 0.9, 0.9, 0.5, 4823
42, 0.9, 0.9, 0.6, 4824
42, 0.9, 0.9, 0.7, 4825
42, 0.9, 0.9, 0.8, 4826
42, 0.9, 0.9, 0.9, 4827
42, 0.9, 0.9, 1.0, 4828
42, 0.9, 1.0, 0.0, 4829
42, 0.9, 1.0, 0.1, 4830
42, 0.9, 1.0, 0.2, 4831
42, 0.9, 1.0, 0.3, 4832
42, 0.9, 1.0, 0.4, 4833
42, 0.9, 1.0, 0.5, 4834
42, 0.9, 1.0, 0.6, 4835
42, 0.9, 1.0, 0.7, 4836
42, 0.9, 1.0, 0.8, 4837
42, 0.9, 1.0, 0.9, 4838
42, 0.9, 1.0, 1.0, 4839
42, 1.0, 0.1, 0.0, 4840
42, 1.0, 0.1, 0.1, 4841
42, 1.0, 0.1, 0.2, 4842
42, 1.0, 0.1, 0.3, 4843
42, 1.0, 0.1, 0.4, 4844
42, 1.0, 0.1, 0.5, 4845
42, 1.0, 0.1, 0.6, 4846
42, 1.0, 0.1, 0.7, 4847
42, 1.0, 0.1, 0.8, 4848
42, 1.0, 0.1, 0.9, 4849
42, 1.0, 0.1, 1.0, 4850
42, 1.0, 0.2, 0.0, 4851
42, 1.0, 0.2, 0.1, 4852
42, 1.0, 0.2, 0.2, 4853
42, 1.0, 0.2, 0.3, 4854
42, 1.0, 0.2, 0.4, 4855
42, 1.0, 0.2, 0.5, 4856
42, 1.0, 0.2, 0.6, 4857
42, 1.0, 0.2, 0.7, 4858
42, 1.0, 0.2, 0.8, 4859
42, 1.0, 0.2, 0.9, 4860
42, 1.0, 0.2, 1.0, 4861
42, 1.0, 0.3, 0.0, 4862
42, 1.0, 0.3, 0.1, 4863
42, 1.0, 0.3, 0.2, 4864
42, 1.0, 0.3, 0.3, 4865
42, 1.0, 0.3, 0.4, 4866
42, 1.0, 0.3, 0.5, 4867
42, 1.0, 0.3, 0.6, 4868
42, 1.0, 0.3, 0.7, 4869
42, 1.0, 0.3, 0.8, 4870
42, 1.0, 0.3, 0.9, 4871
42, 1.0, 0.3, 1.0, 4872
42, 1.0, 0.4, 0.0, 4873
42, 1.0, 0.4, 0.1, 4874
42, 1.0, 0.4, 0.2, 4875
42, 1.0, 0.4, 0.3, 4876
42, 1.0, 0.4, 0.4, 4877
42, 1.0, 0.4, 0.5, 4878
42, 1.0, 0.4, 0.6, 4879
42, 1.0, 0.4, 0.7, 4880
42, 1.0, 0.4, 0.8, 4881
42, 1.0, 0.4, 0.9, 4882
42, 1.0, 0.4, 1.0, 4883
42, 1.0, 0.5, 0.0, 4884
42, 1.0, 0.5, 0.1, 4885
42, 1.0, 0.5, 0.2, 4886
42, 1.0, 0.5, 0.3, 4887
42, 1.0, 0.5, 0.4, 4888
42, 1.0, 0.5, 0.5, 4889
42, 1.0, 0.5, 0.6, 4890
42, 1.0, 0.5, 0.7, 4891
42, 1.0, 0.5, 0.8, 4892
42, 1.0, 0.5, 0.9, 4893
42, 1.0, 0.5, 1.0, 4894
42, 1.0, 0.6, 0.0, 4895
42, 1.0, 0.6, 0.1, 4896
42, 1.0, 0.6, 0.2, 4897
42, 1.0, 0.6, 0.3, 4898
42, 1.0, 0.6, 0.4, 4899
42, 1.0, 0.6, 0.5, 4900
42, 1.0, 0.6, 0.6, 4901
42, 1.0, 0.6, 0.7, 4902
42, 1.0, 0.6, 0.8, 4903
42, 1.0, 0.6, 0.9, 4904
42, 1.0, 0.6, 1.0, 4905
42, 1.0, 0.7, 0.0, 4906
42, 1.0, 0.7, 0.1, 4907
42, 1.0, 0.7, 0.2, 4908
42, 1.0, 0.7, 0.3, 4909
42, 1.0, 0.7, 0.4, 4910
42, 1.0, 0.7, 0.5, 4911
42, 1.0, 0.7, 0.6, 4912
42, 1.0, 0.7, 0.7, 4913
42, 1.0, 0.7, 0.8, 4914
42, 1.0, 0.7, 0.9, 4915
42, 1.0, 0.7, 1.0, 4916
42, 1.0, 0.8, 0.0, 4917
42, 1.0, 0.8, 0.1, 4918
42, 1.0, 0.8, 0.2, 4919
42, 1.0, 0.8, 0.3, 4920
42, 1.0, 0.8, 0.4, 4921
42, 1.0, 0.8, 0.5, 4922
42, 1.0, 0.8, 0.6, 4923
42, 1.0, 0.8, 0.7, 4924
42, 1.0, 0.8, 0.8, 4925
42, 1.0, 0.8, 0.9, 4926
42, 1.0, 0.8, 1.0, 4927
42, 1.0, 0.9, 0.0, 4928
42, 1.0, 0.9, 0.1, 4929
42, 1.0, 0.9, 0.2, 4930
42, 1.0, 0.9, 0.3, 4931
42, 1.0, 0.9, 0.4, 4932
42, 1.0, 0.9, 0.5, 4933
42, 1.0, 0.9, 0.6, 4934
42, 1.0, 0.9, 0.7, 4935
42, 1.0, 0.9, 0.8, 4936
42, 1.0, 0.9, 0.9, 4937
42, 1.0, 0.9, 1.0, 4938
42, 1.0, 1.0, 0.0, 4939
42, 1.0, 1.0, 0.1, 4940
42, 1.0, 1.0, 0.2, 4941
42, 1.0, 1.0, 0.3, 4942
42, 1.0, 1.0, 0.4, 4943
42, 1.0, 1.0, 0.5, 4944
42, 1.0, 1.0, 0.6, 4945
42, 1.0, 1.0, 0.7, 4946
42, 1.0, 1.0, 0.8, 4947
42, 1.0, 1.0, 0.9, 4948
42, 1.0, 1.0, 1.0, 4949
52, 0.2, 0.1, 0.0, 4950
52, 0.2, 0.1, 0.1, 4951
52, 0.2, 0.1, 0.2, 4952
52, 0.2, 0.1, 0.3, 4953
52, 0.2, 0.1, 0.4, 4954
52, 0.2, 0.1, 0.5, 4955
52, 0.2, 0.1, 0.6, 4956
52, 0.2, 0.1, 0.7, 4957
52, 0.2, 0.1, 0.8, 4958
52, 0.2, 0.1, 0.9, 4959
52, 0.2, 0.1, 1.0, 4960
52, 0.2, 0.2, 0.0, 4961
52, 0.2, 0.2, 0.1, 4962
52, 0.2, 0.2, 0.2, 4963
52, 0.2, 0.2, 0.3, 4964
52, 0.2, 0.2, 0.4, 4965
52, 0.2, 0.2, 0.5, 4966
52, 0.2, 0.2, 0.6, 4967
52, 0.2, 0.2, 0.7, 4968
52, 0.2, 0.2, 0.8, 4969
52, 0.2, 0.2, 0.9, 4970
52, 0.2, 0.2, 1.0, 4971
52, 0.2, 0.3, 0.0, 4972
52, 0.2, 0.3, 0.1, 4973
52, 0.2, 0.3, 0.2, 4974
52, 0.2, 0.3, 0.3, 4975
52, 0.2, 0.3, 0.4, 4976
52, 0.2, 0.3, 0.5, 4977
52, 0.2, 0.3, 0.6, 4978
52, 0.2, 0.3, 0.7, 4979
52, 0.2, 0.3, 0.8, 4980
52, 0.2, 0.3, 0.9, 4981
52, 0.2, 0.3, 1.0, 4982
52, 0.2, 0.4, 0.0, 4983
52, 0.2, 0.4, 0.1, 4984
52, 0.2, 0.4, 0.2, 4985
52, 0.2, 0.4, 0.3, 4986
52, 0.2, 0.4, 0.4, 4987
52, 0.2, 0.4, 0.5, 4988
52, 0.2, 0.4, 0.6, 4989
52, 0.2, 0.4, 0.7, 4990
52, 0.2, 0.4, 0.8, 4991
52, 0.2, 0.4, 0.9, 4992
52, 0.2, 0.4, 1.0, 4993
52, 0.2, 0.5, 0.0, 4994
52, 0.2, 0.5, 0.1, 4995
52, 0.2, 0.5, 0.2, 4996
52, 0.2, 0.5, 0.3, 4997
52, 0.2, 0.5, 0.4, 4998
52, 0.2, 0.5, 0.5, 4999
52, 0.2, 0.5, 0.6, 5000
52, 0.2, 0.5, 0.7, 5001
52, 0.2, 0.5, 0.8, 5002
52, 0.2, 0.5, 0.9, 5003
52, 0.2, 0.5, 1.0, 5004
52, 0.2, 0.6, 0.0, 5005
52, 0.2, 0.6, 0.1, 5006
52, 0.2, 0.6, 0.2, 5007
52, 0.2, 0.6, 0.3, 5008
52, 0.2, 0.6, 0.4, 5009
52, 0.2, 0.6, 0.5, 5010
52, 0.2, 0.6, 0.6, 5011
52, 0.2, 0.6, 0.7, 5012
52, 0.2, 0.6, 0.8, 5013
52, 0.2, 0.6, 0.9, 5014
52, 0.2, 0.6, 1.0, 5015
52, 0.2, 0.7, 0.0, 5016
52, 0.2, 0.7, 0.1, 5017
52, 0.2, 0.7, 0.2, 5018
52, 0.2, 0.7, 0.3, 5019
52, 0.2, 0.7, 0.4, 5020
52, 0.2, 0.7, 0.5, 5021
52, 0.2, 0.7, 0.6, 5022
52, 0.2, 0.7, 0.7, 5023
52, 0.2, 0.7, 0.8, 5024
52, 0.2, 0.7, 0.9, 5025
52, 0.2, 0.7, 1.0, 5026
52, 0.2, 0.8, 0.0, 5027
52, 0.2, 0.8, 0.1, 5028
52, 0.2, 0.8, 0.2, 5029
52, 0.2, 0.8, 0.3, 5030
52, 0.2, 0.8, 0.4, 5031
52, 0.2, 0.8, 0.5, 5032
52, 0.2, 0.8, 0.6, 5033
52, 0.2, 0.8, 0.7, 5034
52, 0.2, 0.8, 0.8, 5035
52, 0.2, 0.8, 0.9, 5036
52, 0.2, 0.8, 1.0, 5037
52, 0.2, 0.9, 0.0, 5038
52, 0.2, 0.9, 0.1, 5039
52, 0.2, 0.9, 0.2, 5040
52, 0.2, 0.9, 0.3, 5041
52, 0.2, 0.9, 0.4, 5042
52, 0.2, 0.9, 0.5, 5043
52, 0.2, 0.9, 0.6, 5044
52, 0.2, 0.9, 0.7, 5045
52, 0.2, 0.9, 0.8, 5046
52, 0.2, 0.9, 0.9, 5047
52, 0.2, 0.9, 1.0, 5048
52, 0.2, 1.0, 0.0, 5049
52, 0.2, 1.0, 0.1, 5050
52, 0.2, 1.0, 0.2, 5051
52, 0.2, 1.0, 0.3, 5052
52, 0.2, 1.0, 0.4, 5053
52, 0.2, 1.0, 0.5, 5054
52, 0.2, 1.0, 0.6, 5055
52, 0.2, 1.0, 0.7, 5056
52, 0.2, 1.0, 0.8, 5057
52, 0.2, 1.0, 0.9, 5058
52, 0.2, 1.0, 1.0, 5059
52, 0.3, 0.1, 0.0, 5060
52, 0.3, 0.1, 0.1, 5061
52, 0.3, 0.1, 0.2, 5062
52, 0.3, 0.1, 0.3, 5063
52, 0.3, 0.1, 0.4, 5064
52, 0.3, 0.1, 0.5, 5065
52, 0.3, 0.1, 0.6, 5066
52, 0.3, 0.1, 0.7, 5067
52, 0.3, 0.1, 0.8, 5068
52, 0.3, 0.1, 0.9, 5069
52, 0.3, 0.1, 1.0, 5070
52, 0.3, 0.2, 0.0, 5071
52, 0.3, 0.2, 0.1, 5072
52, 0.3, 0.2, 0.2, 5073
52, 0.3, 0.2, 0.3, 5074
52, 0.3, 0.2, 0.4, 5075
52, 0.3, 0.2, 0.5, 5076
52, 0.3, 0.2, 0.6, 5077
52, 0.3, 0.2, 0.7, 5078
52, 0.3, 0.2, 0.8, 5079
52, 0.3, 0.2, 0.9, 5080
52, 0.3, 0.2, 1.0, 5081
52, 0.3, 0.3, 0.0, 5082
52, 0.3, 0.3, 0.1, 5083
52, 0.3, 0.3, 0.2, 5084
52, 0.3, 0.3, 0.3, 5085
52, 0.3, 0.3, 0.4, 5086
52, 0.3, 0.3, 0.5, 5087
52, 0.3, 0.3, 0.6, 5088
52, 0.3, 0.3, 0.7, 5089
52, 0.3, 0.3, 0.8, 5090
52, 0.3, 0.3, 0.9, 5091
52, 0.3, 0.3, 1.0, 5092
52, 0.3, 0.4, 0.0, 5093
52, 0.3, 0.4, 0.1, 5094
52, 0.3, 0.4, 0.2, 5095
52, 0.3, 0.4, 0.3, 5096
52, 0.3, 0.4, 0.4, 5097
52, 0.3, 0.4, 0.5, 5098
52, 0.3, 0.4, 0.6, 5099
52, 0.3, 0.4, 0.7, 5100
52, 0.3, 0.4, 0.8, 5101
52, 0.3, 0.4, 0.9, 5102
52, 0.3, 0.4, 1.0, 5103
52, 0.3, 0.5, 0.0, 5104
52, 0.3, 0.5, 0.1, 5105
52, 0.3, 0.5, 0.2, 5106
52, 0.3, 0.5, 0.3, 5107
52, 0.3, 0.5, 0.4, 5108
52, 0.3, 0.5, 0.5, 5109
52, 0.3, 0.5, 0.6, 5110
52, 0.3, 0.5, 0.7, 5111
52, 0.3, 0.5, 0.8, 5112
52, 0.3, 0.5, 0.9, 5113
52, 0.3, 0.5, 1.0, 5114
52, 0.3, 0.6, 0.0, 5115
52, 0.3, 0.6, 0.1, 5116
52, 0.3, 0.6, 0.2, 5117
52, 0.3, 0.6, 0.3, 5118
52, 0.3, 0.6, 0.4, 5119
52, 0.3, 0.6, 0.5, 5120
52, 0.3, 0.6, 0.6, 5121
52, 0.3, 0.6, 0.7, 5122
52, 0.3, 0.6, 0.8, 5123
52, 0.3, 0.6, 0.9, 5124
52, 0.3, 0.6, 1.0, 5125
52, 0.3, 0.7, 0.0, 5126
52, 0.3, 0.7, 0.1, 5127
52, 0.3, 0.7, 0.2, 5128
52, 0.3, 0.7, 0.3, 5129
52, 0.3, 0.7, 0.4, 5130
52, 0.3, 0.7, 0.5, 5131
52, 0.3, 0.7, 0.6, 5132
52, 0.3, 0.7, 0.7, 5133
52, 0.3, 0.7, 0.8, 5134
52, 0.3, 0.7, 0.9, 5135
52, 0.3, 0.7, 1.0, 5136
52, 0.3, 0.8, 0.0, 5137
52, 0.3, 0.8, 0.1, 5138
52, 0.3, 0.8, 0.2, 5139
52, 0.3, 0.8, 0.3, 5140
52, 0.3, 0.8, 0.4, 5141
52, 0.3, 0.8, 0.5, 5142
52, 0.3, 0.8, 0.6, 5143
52, 0.3, 0.8, 0.7, 5144
52, 0.3, 0.8, 0.8, 5145
52, 0.3, 0.8, 0.9, 5146
52, 0.3, 0.8, 1.0, 5147
52, 0.3, 0.9, 0.0, 5148
52, 0.3, 0.9, 0.1, 5149
52, 0.3, 0.9, 0.2, 5150
52, 0.3, 0.9, 0.3, 5151
52, 0.3, 0.9, 0.4, 5152
52, 0.3, 0.9, 0.5, 5153
52, 0.3, 0.9, 0.6, 5154
52, 0.3, 0.9, 0.7, 5155
